home_team,away_team,home_team_continent,away_team_continent,home_team_fifa_rank,away_team_fifa_rank,home_team_score,away_team_score,tournament,city,neutral_location,shoot_out,home_team_result
Colombia,Haiti,South America,North America,51,112,2,0,Friendly,Pereira,FALSE,No,Win
Costa Rica,Honduras,North America,North America,38,39,2,0,FIFA World Cup qualification,San José,FALSE,No,Win
Cyprus,Slovakia,Europe,Europe,98,42,3,2,Cyprus International Tournament,Nicosia,FALSE,No,Win
Egypt,Ghana,Africa,Africa,30,35,2,2,Friendly,Cairo,FALSE,No,Draw
El Salvador,Trinidad and Tobago,North America,South America,107,78,2,2,FIFA World Cup qualification,San Salvador,FALSE,No,Draw
Estonia,Kazakhstan,Europe,Europe,122,140,0,2,Friendly,Antalya,TRUE,No,Lose
France,Argentina,Europe,South America,11,6,0,2,Friendly,Marseille,FALSE,No,Lose
Germany,Norway,Europe,Europe,2,56,0,1,Friendly,Düsseldorf,FALSE,No,Lose
Greece,Denmark,Europe,Europe,19,34,1,1,Friendly,Piraeus,FALSE,No,Draw
IR Iran,Korea Republic,Asia,Asia,44,46,1,1,FIFA World Cup qualification,Tehran,FALSE,No,Draw
Republic of Ireland,Georgia,Europe,Europe,29,108,2,1,FIFA World Cup qualification,Dublin,FALSE,No,Win
Israel,Hungary,Europe,Europe,18,43,1,0,Friendly,Ramat-Gan,FALSE,No,Win
Japan,Australia,Asia,Oceania,37,27,0,0,FIFA World Cup qualification,Yokohama,FALSE,No,Draw
Korea DPR,Saudi Arabia,Asia,Asia,119,55,1,0,FIFA World Cup qualification,Pyongyang,FALSE,No,Win
Kuwait,Azerbaijan,Asia,Europe,125,136,1,1,Friendly,Kuwait City,FALSE,No,Draw
Latvia,Armenia,Europe,Europe,67,121,0,0,Friendly,Limassol,TRUE,No,Draw
Libya,Uruguay,Africa,South America,80,22,2,3,Friendly,Tripoli,FALSE,No,Lose
Liechtenstein,Iceland,Europe,Europe,151,77,0,2,Friendly,Cartagena,TRUE,No,Lose
North Macedonia,Moldova,Europe,Europe,57,99,1,1,Friendly,Antalya,TRUE,No,Draw
Malta,Albania,Europe,Europe,154,79,0,0,FIFA World Cup qualification,Attard,FALSE,No,Draw
Morocco,Czech Republic,Africa,Europe,41,12,0,0,Friendly,Casablanca,FALSE,No,Draw
Mozambique,Malawi,Africa,Africa,95,102,2,0,Friendly,Maputo,FALSE,No,Win
Nigeria,Jamaica,Africa,North America,23,64,0,0,Friendly,London,TRUE,No,Draw
Peru,Paraguay,South America,South America,76,15,0,1,Friendly,Lima,FALSE,No,Lose
Portugal,Finland,Europe,Europe,12,61,1,0,Friendly,Faro,FALSE,No,Win
Romania,Croatia,Europe,Europe,17,7,1,2,Friendly,Bucharest,FALSE,No,Lose
San Marino,Northern Ireland,Europe,Europe,201,49,0,3,FIFA World Cup qualification,Serravalle,FALSE,No,Lose
Serbia,Ukraine,Europe,Europe,33,14,0,1,Cyprus International Tournament,Nicosia,TRUE,No,Lose
South Africa,Chile,Africa,South America,70,31,0,2,Friendly,Polokwane,FALSE,No,Lose
Spain,England,Europe,Europe,1,8,2,0,Friendly,Seville,FALSE,No,Win
Switzerland,Bulgaria,Europe,Europe,21,26,1,1,Friendly,Geneva,FALSE,No,Draw
Tanzania,Zimbabwe,Africa,Africa,103,100,0,0,Friendly,Dar es Salaam,FALSE,No,Draw
Tunisia,Netherlands,Africa,Europe,53,3,1,1,Friendly,Radès,FALSE,No,Draw
Turkey,Côte d'Ivoire,Europe,Africa,10,36,1,1,Friendly,İzmir,FALSE,No,Draw
USA,Mexico,North America,North America,20,24,2,0,FIFA World Cup qualification,Columbus,FALSE,No,Win
Uzbekistan,Bahrain,Asia,Asia,72,74,0,1,FIFA World Cup qualification,Tashkent,FALSE,No,Lose
Venezuela,Guatemala,South America,North America,67,110,2,1,Friendly,Maturín,FALSE,No,Win
Wales,Poland,Europe,Europe,65,28,0,1,Friendly,Vila Real de Santo António,TRUE,No,Lose
Australia,Kuwait,Oceania,Asia,27,125,0,1,AFC Asian Cup qualification,Canberra,FALSE,No,Lose
Sudan,Uganda,Africa,Africa,84,71,0,2,Friendly,Khartoum,FALSE,No,Lose
Guam,Mongolia,Asia,Asia,201,193,1,0,EAFF Championship,Yona,FALSE,No,Win
Mexico,Bolivia,North America,South America,23,56,5,1,Friendly,Commerce City,TRUE,No,Win
Nepal,Pakistan,Asia,Asia,172,166,1,0,Friendly,Kathmandu,FALSE,No,Win
Macau,Mongolia,Asia,Asia,197,193,1,2,EAFF Championship,Yona,TRUE,No,Lose
IR Iran,Kenya,Asia,Africa,42,96,1,0,Friendly,Tehran,FALSE,No,Win
Nepal,Sri Lanka,Asia,Asia,172,164,4,2,Friendly,Kathmandu,FALSE,No,Win
Guam,Macau,Asia,Asia,201,197,2,2,EAFF Championship,Yona,FALSE,No,Draw
Qatar,Kuwait,Asia,Asia,87,114,1,0,Friendly,Doha,FALSE,No,Win
Trinidad and Tobago,Panama,South America,North America,75,51,1,0,Friendly,San Fernando,FALSE,No,Win
Namibia,Botswana,Africa,Africa,115,121,0,0,Friendly,Keetmanshoop,FALSE,No,Draw
Syria,Qatar,Asia,Asia,96,87,1,2,Friendly,Aleppo,FALSE,No,Lose
Uganda,Malawi,Africa,Africa,69,108,2,1,Friendly,Kampala,FALSE,No,Win
Iceland,Faroe Islands,Europe,Europe,75,185,1,2,Friendly,Kópavogur,FALSE,No,Lose
Saudi Arabia,Iraq,Asia,Asia,55,82,0,0,Friendly,Riyadh,FALSE,No,Draw
Bahrain,Zimbabwe,Asia,Africa,67,102,5,2,Friendly,Riffa,FALSE,No,Win
Kuwait,IR Iran,Asia,Asia,114,42,0,1,Friendly,Kuwait City,FALSE,No,Lose
Angola,Cabo Verde,Africa,Africa,78,105,0,1,Friendly,Olhão,TRUE,No,Lose
Nepal,Palestine,Asia,Asia,172,174,0,0,AFC Challenge Cup qualification,Kathmandu,FALSE,No,Draw
Albania,Hungary,Europe,Europe,80,48,0,1,FIFA World Cup qualification,Tirana,FALSE,No,Lose
Argentina,Venezuela,South America,South America,6,65,4,0,FIFA World Cup qualification,Buenos Aires,FALSE,No,Win
Armenia,Estonia,Europe,Europe,120,126,2,2,FIFA World Cup qualification,Yerevan,FALSE,No,Draw
Belgium,Bosnia and Herzegovina,Europe,Europe,49,58,2,4,FIFA World Cup qualification,Genk,FALSE,No,Lose
Burkina Faso,Guinea,Africa,Africa,66,50,4,2,FIFA World Cup qualification,Ouagadougou,FALSE,No,Win
Cabo Verde,Equatorial Guinea,Africa,Africa,105,109,5,0,Friendly,Espargos,FALSE,No,Win
Colombia,Bolivia,South America,South America,47,56,2,0,FIFA World Cup qualification,Bogotá,FALSE,No,Win
Cyprus,Georgia,Europe,Europe,84,111,2,1,FIFA World Cup qualification,Larnaca,FALSE,No,Win
El Salvador,USA,North America,North America,106,17,2,2,FIFA World Cup qualification,San Salvador,FALSE,No,Draw
England,Slovakia,Europe,Europe,9,53,4,0,Friendly,London,FALSE,No,Win
Germany,Liechtenstein,Europe,Europe,2,151,4,0,FIFA World Cup qualification,Leipzig,FALSE,No,Win
IR Iran,Saudi Arabia,Asia,Asia,42,55,1,2,FIFA World Cup qualification,Tehran,FALSE,No,Lose
Republic of Ireland,Bulgaria,Europe,Europe,26,27,1,1,FIFA World Cup qualification,Dublin,FALSE,No,Draw
Israel,Greece,Europe,Europe,18,19,1,1,FIFA World Cup qualification,Ramat-Gan,FALSE,No,Draw
Japan,Bahrain,Asia,Asia,35,67,1,0,FIFA World Cup qualification,Saitama,FALSE,No,Win
Kenya,Tunisia,Africa,Africa,96,54,1,2,FIFA World Cup qualification,Nairobi,FALSE,No,Lose
Korea DPR,United Arab Emirates,Asia,Asia,107,116,2,0,FIFA World Cup qualification,Pyongyang,FALSE,No,Win
Korea Republic,Iraq,Asia,Asia,44,82,2,1,Friendly,Suwon,FALSE,No,Win
Lithuania,France,Europe,Europe,52,12,0,1,FIFA World Cup qualification,Kaunas,FALSE,No,Lose
Luxembourg,Latvia,Europe,Europe,122,71,0,4,FIFA World Cup qualification,Luxembourg,FALSE,No,Lose
Malta,Denmark,Europe,Europe,146,38,0,3,FIFA World Cup qualification,Attard,FALSE,No,Lose
Mexico,Costa Rica,North America,North America,23,32,2,0,FIFA World Cup qualification,Mexico City,FALSE,No,Win
Moldova,Switzerland,Europe,Europe,98,22,0,2,FIFA World Cup qualification,Chișinău,FALSE,No,Lose
Montenegro,Italy,Europe,Europe,112,4,0,2,FIFA World Cup qualification,Podgorica,FALSE,No,Lose
Morocco,Gabon,Africa,Africa,41,63,1,2,FIFA World Cup qualification,Casablanca,FALSE,No,Lose
Nepal,Kyrgyz Republic,Asia,Asia,172,155,1,1,AFC Challenge Cup qualification,Kathmandu,FALSE,No,Draw
Netherlands,Scotland,Europe,Europe,3,28,3,0,FIFA World Cup qualification,Amsterdam,FALSE,No,Win
Northern Ireland,Poland,Europe,Europe,42,29,3,2,FIFA World Cup qualification,Belfast,FALSE,No,Win
Oman,Senegal,Asia,Africa,81,60,2,0,Friendly,Muscat,FALSE,No,Win
Portugal,Sweden,Europe,Europe,10,25,0,0,FIFA World Cup qualification,Porto,FALSE,No,Draw
Romania,Serbia,Europe,Europe,20,36,2,3,FIFA World Cup qualification,Constanţa,FALSE,No,Lose
Russia,Azerbaijan,Europe,Europe,8,134,2,0,FIFA World Cup qualification,Moscow,FALSE,No,Win
Rwanda,Algeria,Africa,Africa,85,64,0,0,FIFA World Cup qualification,Kigali,FALSE,No,Draw
Slovenia,Czech Republic,Europe,Europe,59,13,0,0,FIFA World Cup qualification,Maribor,FALSE,No,Draw
South Africa,Norway,Africa,Europe,72,45,2,1,Friendly,Rustenburg,FALSE,No,Win
Spain,Turkey,Europe,Europe,1,11,1,0,FIFA World Cup qualification,Madrid,FALSE,No,Win
Sri Lanka,Maldives,Asia,Africa,164,158,1,1,Friendly,Colombo,FALSE,No,Draw
Sudan,Mali,Africa,Africa,88,46,1,1,FIFA World Cup qualification,Omdurman,FALSE,No,Draw
Thailand,New Zealand,Asia,Oceania,118,79,3,1,Friendly,Bangkok,FALSE,No,Win
Togo,Cameroon,Africa,Africa,91,16,1,0,FIFA World Cup qualification,Accra,TRUE,No,Win
Trinidad and Tobago,Honduras,South America,North America,75,40,1,1,FIFA World Cup qualification,Port of Spain,FALSE,No,Draw
Uruguay,Paraguay,South America,South America,21,15,2,0,FIFA World Cup qualification,Montevideo,FALSE,No,Win
Uzbekistan,Qatar,Asia,Asia,74,87,4,0,FIFA World Cup qualification,Tashkent,FALSE,No,Win
Wales,Finland,Europe,Europe,68,57,0,2,FIFA World Cup qualification,Cardiff,FALSE,No,Lose
Côte d'Ivoire,Malawi,Africa,Africa,37,108,5,0,FIFA World Cup qualification,Abidjan,FALSE,No,Win
Ecuador,Brazil,South America,South America,39,5,1,1,FIFA World Cup qualification,Quito,FALSE,No,Draw
Peru,Chile,South America,South America,77,30,1,3,FIFA World Cup qualification,Lima,FALSE,No,Lose
Kyrgyz Republic,Palestine,Asia,Asia,155,174,1,1,AFC Challenge Cup qualification,Kathmandu,TRUE,No,Draw
Angola,Morocco,Africa,Africa,78,41,0,2,Friendly,Lisbon,TRUE,No,Lose
Panama,Haiti,North America,North America,51,117,4,0,Friendly,La Chorrera,FALSE,No,Win
Portugal,South Africa,Europe,Africa,10,72,2,0,Friendly,Lausanne,TRUE,No,Win
Venezuela,Colombia,South America,South America,65,47,2,0,FIFA World Cup qualification,Puerto Ordaz,FALSE,No,Win
Andorra,Croatia,Europe,Europe,195,7,0,2,FIFA World Cup qualification,Sant Julià de Lòria,FALSE,No,Lose
Australia,Uzbekistan,Oceania,Asia,32,74,2,0,FIFA World Cup qualification,Sydney,FALSE,No,Win
Austria,Romania,Europe,Europe,88,20,2,1,FIFA World Cup qualification,Klagenfurt,FALSE,No,Win
Bahrain,Qatar,Asia,Asia,67,87,1,0,FIFA World Cup qualification,Riffa,FALSE,No,Win
Bosnia and Herzegovina,Belgium,Europe,Europe,58,49,2,1,FIFA World Cup qualification,Zenica,FALSE,No,Win
Bulgaria,Cyprus,Europe,Europe,27,84,2,0,FIFA World Cup qualification,Sofia,FALSE,No,Win
Costa Rica,El Salvador,North America,North America,32,106,1,0,FIFA World Cup qualification,San José,FALSE,No,Win
Czech Republic,Slovakia,Europe,Europe,13,53,1,2,FIFA World Cup qualification,Prague,FALSE,No,Lose
Denmark,Albania,Europe,Europe,38,80,3,0,FIFA World Cup qualification,Copenhagen,FALSE,No,Win
England,Ukraine,Europe,Europe,9,14,2,1,FIFA World Cup qualification,London,FALSE,No,Win
Estonia,Armenia,Europe,Europe,126,120,1,0,FIFA World Cup qualification,Tallinn,FALSE,No,Win
France,Lithuania,Europe,Europe,12,52,1,0,FIFA World Cup qualification,Saint-Denis,FALSE,No,Win
Georgia,Montenegro,Europe,Europe,111,112,0,0,FIFA World Cup qualification,Tbilisi,FALSE,No,Draw
Greece,Israel,Europe,Europe,19,18,2,1,FIFA World Cup qualification,Heraklion,FALSE,No,Win
Honduras,Mexico,North America,North America,40,23,3,1,FIFA World Cup qualification,San Pedro Sula,FALSE,No,Win
Hungary,Malta,Europe,Europe,48,146,3,0,FIFA World Cup qualification,Budapest,FALSE,No,Win
IR Iran,Senegal,Asia,Africa,42,60,1,1,Friendly,Tehran,FALSE,No,Draw
Italy,Republic of Ireland,Europe,Europe,4,26,1,1,FIFA World Cup qualification,Bari,FALSE,No,Draw
Kazakhstan,Belarus,Europe,Europe,130,88,1,5,FIFA World Cup qualification,Almaty,FALSE,No,Lose
Korea Republic,Korea DPR,Asia,Asia,44,107,1,0,FIFA World Cup qualification,Seoul,FALSE,No,Win
Latvia,Luxembourg,Europe,Europe,71,122,2,0,FIFA World Cup qualification,Riga,FALSE,No,Win
Lebanon,Namibia,Asia,Africa,151,115,1,1,Friendly,Beirut,FALSE,No,Draw
Lesotho,Botswana,Africa,Africa,162,121,0,0,Friendly,Maseru,FALSE,No,Draw
Liechtenstein,Russia,Europe,Europe,151,8,0,1,FIFA World Cup qualification,Vaduz,FALSE,No,Lose
Netherlands,North Macedonia,Europe,Europe,3,61,4,0,FIFA World Cup qualification,Amsterdam,FALSE,No,Win
Northern Ireland,Slovenia,Europe,Europe,42,59,1,0,FIFA World Cup qualification,Belfast,FALSE,No,Win
Norway,Finland,Europe,Europe,45,57,3,2,Friendly,Oslo,FALSE,No,Win
Poland,San Marino,Europe,Europe,29,201,10,0,FIFA World Cup qualification,Kielce,FALSE,No,Win
Saudi Arabia,United Arab Emirates,Asia,Asia,55,116,3,2,FIFA World Cup qualification,Riyadh,FALSE,No,Win
Scotland,Iceland,Europe,Europe,28,75,2,1,FIFA World Cup qualification,Glasgow,FALSE,No,Win
Serbia,Sweden,Europe,Europe,36,25,2,0,Friendly,Belgrade,FALSE,No,Win
Switzerland,Moldova,Europe,Europe,22,98,2,0,FIFA World Cup qualification,Geneva,FALSE,No,Win
Turkey,Spain,Europe,Europe,11,1,1,2,FIFA World Cup qualification,Istanbul,FALSE,No,Lose
USA,Trinidad and Tobago,North America,South America,17,75,3,0,FIFA World Cup qualification,Nashville,FALSE,No,Win
Wales,Germany,Europe,Europe,68,2,0,2,FIFA World Cup qualification,Cardiff,FALSE,No,Lose
Bolivia,Argentina,South America,South America,56,6,6,1,FIFA World Cup qualification,La Paz,FALSE,No,Win
Ecuador,Paraguay,South America,South America,39,15,1,1,FIFA World Cup qualification,Quito,FALSE,No,Draw
Chile,Uruguay,South America,South America,30,21,0,0,FIFA World Cup qualification,Santiago,FALSE,No,Draw
Brazil,Peru,South America,South America,5,77,3,0,FIFA World Cup qualification,Porto Alegre,FALSE,No,Win
Angola,Namibia,Africa,Africa,78,115,0,0,Friendly,Dundo,FALSE,No,Draw
Pakistan,Chinese Taipei,Asia,Asia,166,167,1,1,AFC Challenge Cup qualification,Colombo,TRUE,No,Draw
Sri Lanka,Brunei Darussalam,Asia,Asia,164,183,5,1,AFC Challenge Cup qualification,Colombo,FALSE,No,Win
Brunei Darussalam,Pakistan,Asia,Asia,183,166,0,6,AFC Challenge Cup qualification,Colombo,TRUE,No,Lose
Macau,Mongolia,Asia,Asia,197,193,2,0,AFC Challenge Cup qualification,Macau,FALSE,No,Win
Sri Lanka,Pakistan,Asia,Asia,165,177,2,2,AFC Challenge Cup qualification,Colombo,FALSE,No,Draw
Maldives,Turkmenistan,Africa,Asia,158,157,1,3,AFC Challenge Cup qualification,Malé,FALSE,No,Lose
Mongolia,Macau,Asia,Asia,183,195,3,1,AFC Challenge Cup qualification,Ulaanbaatar,FALSE,No,Win
Philippines,Bhutan,Asia,Asia,162,189,1,0,AFC Challenge Cup qualification,Malé,TRUE,No,Win
Bhutan,Turkmenistan,Asia,Asia,189,157,0,7,AFC Challenge Cup qualification,Malé,TRUE,No,Lose
Maldives,Philippines,Africa,Asia,158,162,3,2,AFC Challenge Cup qualification,Malé,FALSE,No,Win
Maldives,Bhutan,Africa,Asia,158,189,5,0,AFC Challenge Cup qualification,Malé,FALSE,No,Win
Turkmenistan,Philippines,Asia,Asia,157,162,5,0,AFC Challenge Cup qualification,Malé,TRUE,No,Win
Bangladesh,Cambodia,Asia,Asia,178,175,1,0,AFC Challenge Cup qualification,Dhaka,FALSE,No,Win
Myanmar,Macau,Asia,Asia,159,195,4,0,AFC Challenge Cup qualification,Dhaka,TRUE,No,Win
Bangladesh,Myanmar,Asia,Asia,178,159,1,2,AFC Challenge Cup qualification,Dhaka,FALSE,No,Lose
Macau,Cambodia,Asia,Asia,195,175,1,2,AFC Challenge Cup qualification,Dhaka,TRUE,No,Lose
Bangladesh,Macau,Asia,Asia,178,195,3,0,AFC Challenge Cup qualification,Dhaka,FALSE,No,Win
Myanmar,Cambodia,Asia,Asia,159,175,1,0,AFC Challenge Cup qualification,Dhaka,TRUE,No,Win
Tanzania,Congo DR,Africa,Africa,104,88,0,2,Friendly,Dar es Salaam,FALSE,No,Lose
Jordan,Zimbabwe,Asia,Africa,127,106,2,0,Friendly,Amman,FALSE,No,Win
Venezuela,Costa Rica,South America,North America,56,41,1,1,Friendly,San Cristóbal,FALSE,No,Draw
Argentina,Panama,South America,North America,6,60,3,1,Friendly,Santa Fe,FALSE,No,Win
Jamaica,Haiti,North America,North America,70,122,2,2,Friendly,Fort Lauderdale,TRUE,No,Draw
Qatar,Saudi Arabia,Asia,Asia,96,55,2,1,Friendly,Doha,FALSE,No,Win
El Salvador,Ecuador,North America,South America,102,42,3,1,Friendly,Los Angeles,TRUE,No,Win
Japan,Chile,Asia,South America,35,26,4,0,Kirin Cup,Osaka,FALSE,No,Win
Jordan,Congo,Asia,Africa,127,67,1,1,Friendly,Amman,FALSE,No,Draw
Tunisia,Sudan,Africa,Africa,52,85,4,0,Friendly,Radès,FALSE,No,Win
Belgium,Chile,Europe,South America,62,26,1,1,Kirin Cup,Chiba,TRUE,No,Draw
China PR,Germany,Asia,Europe,97,2,1,1,Friendly,Shanghai,FALSE,No,Draw
Republic of Ireland,Nigeria,Europe,Africa,34,30,1,1,Friendly,London,TRUE,No,Draw
Wales,Estonia,Europe,Europe,73,113,1,0,Friendly,Llanelli,FALSE,No,Win
Cyprus,Canada,Europe,North America,75,89,0,1,Friendly,Larnaca,FALSE,No,Lose
El Salvador,Jamaica,North America,North America,102,70,0,0,Friendly,Washington,TRUE,No,Draw
Oman,Egypt,Asia,Africa,81,37,0,1,Friendly,Muscat,FALSE,No,Lose
Bahrain,Congo,Asia,Africa,71,67,3,1,Friendly,Riffa,FALSE,No,Win
Ghana,Uganda,Africa,Africa,31,68,2,1,Friendly,Tamale,FALSE,No,Win
Japan,Belgium,Asia,Europe,35,62,4,0,Kirin Cup,Tokyo,FALSE,No,Win
Kuwait,Vietnam,Asia,Asia,118,136,0,1,Friendly,Kuwait City,FALSE,No,Lose
Malawi,Rwanda,Africa,Africa,112,84,2,0,Friendly,Blantyre,FALSE,No,Win
Qatar,Iraq,Asia,Asia,96,86,1,0,Friendly,Doha,FALSE,No,Win
China PR,IR Iran,Asia,Asia,97,53,1,0,Friendly,Qinhuangdao,FALSE,No,Win
Uzbekistan,Bosnia and Herzegovina,Asia,Europe,76,38,0,0,Friendly,Tashkent,FALSE,No,Draw
France,Nigeria,Europe,Africa,10,30,0,1,Friendly,Saint-Étienne,FALSE,No,Lose
Turkey,Azerbaijan,Europe,Europe,14,142,2,0,Friendly,Kayseri,FALSE,No,Win
United Arab Emirates,Germany,Asia,Europe,120,2,2,7,Friendly,Dubai,FALSE,No,Lose
Antigua and Barbuda,Guyana,North America,South America,114,127,2,1,Friendly,Paramaribo,TRUE,No,Win
Bahrain,Jordan,Asia,Asia,70,126,4,0,Friendly,Riffa,FALSE,No,Win
Costa Rica,USA,North America,North America,41,14,3,1,FIFA World Cup qualification,San José,FALSE,No,Win
Tanzania,New Zealand,Africa,Oceania,109,82,2,1,Friendly,Dar es Salaam,FALSE,No,Win
China PR,Saudi Arabia,Asia,Asia,98,56,1,4,Friendly,Tianjin,FALSE,No,Lose
Czech Republic,Malta,Europe,Europe,15,150,1,0,Friendly,Jablonec nad Nisou nad Nisou,FALSE,No,Win
France,Turkey,Europe,Europe,10,12,1,0,Friendly,Lyon,FALSE,No,Win
Albania,Portugal,Europe,Europe,92,11,1,2,FIFA World Cup qualification,Tirana,FALSE,No,Lose
Argentina,Colombia,South America,South America,7,45,1,0,FIFA World Cup qualification,Buenos Aires,FALSE,No,Win
Azerbaijan,Wales,Europe,Europe,140,74,0,1,FIFA World Cup qualification,Baku,FALSE,No,Lose
Belarus,Andorra,Europe,Europe,81,196,5,1,FIFA World Cup qualification,Hrodna,FALSE,No,Win
Bolivia,Venezuela,South America,South America,58,56,0,1,FIFA World Cup qualification,La Paz,FALSE,No,Lose
Botswana,New Zealand,Africa,Oceania,118,82,0,0,Friendly,Gaborone,FALSE,No,Draw
Bulgaria,Republic of Ireland,Europe,Europe,23,34,1,1,FIFA World Cup qualification,Sofia,FALSE,No,Draw
Croatia,Ukraine,Europe,Europe,8,19,2,2,FIFA World Cup qualification,Zagreb,FALSE,No,Draw
Cyprus,Montenegro,Europe,Europe,79,110,2,2,FIFA World Cup qualification,Larnaca,FALSE,No,Draw
El Salvador,Mexico,North America,North America,100,26,2,1,FIFA World Cup qualification,San Salvador,FALSE,No,Win
Estonia,Equatorial Guinea,Europe,Africa,113,125,3,0,Friendly,Tallinn,FALSE,No,Win
Finland,Liechtenstein,Europe,Europe,49,156,2,1,FIFA World Cup qualification,Helsinki,FALSE,No,Win
Gabon,Togo,Africa,Africa,48,68,3,0,FIFA World Cup qualification,Libreville,FALSE,No,Win
Georgia,Moldova,Europe,Europe,105,106,1,2,Friendly,Tbilisi,FALSE,No,Lose
Iceland,Netherlands,Europe,Europe,92,2,1,2,FIFA World Cup qualification,Reykjavík,FALSE,No,Lose
Italy,Northern Ireland,Europe,Europe,4,27,3,0,Friendly,Pisa,FALSE,No,Win
Kazakhstan,England,Europe,Europe,132,6,0,4,FIFA World Cup qualification,Almaty,FALSE,No,Lose
Korea DPR,IR Iran,Asia,Asia,106,52,0,0,FIFA World Cup qualification,Pyongyang,FALSE,No,Draw
Lithuania,Romania,Europe,Europe,60,28,0,1,FIFA World Cup qualification,Marijampolė,FALSE,No,Lose
North Macedonia,Norway,Europe,Europe,64,47,0,0,FIFA World Cup qualification,Skopje,FALSE,No,Draw
Malawi,Burkina Faso,Africa,Africa,111,50,0,1,FIFA World Cup qualification,Blantyre,FALSE,No,Lose
Namibia,Congo DR,Africa,Africa,128,84,4,0,Friendly,Windhoek,FALSE,No,Win
Paraguay,Chile,South America,South America,13,37,0,2,FIFA World Cup qualification,Asunción,FALSE,No,Lose
Qatar,Australia,Asia,Oceania,94,29,0,0,FIFA World Cup qualification,Doha,FALSE,No,Draw
Serbia,Austria,Europe,Europe,20,70,1,0,FIFA World Cup qualification,Belgrade,FALSE,No,Win
Slovakia,San Marino,Europe,Europe,42,202,7,0,FIFA World Cup qualification,Bratislava,FALSE,No,Win
South Africa,Poland,Africa,Europe,72,39,1,0,Friendly,Johannesburg,FALSE,No,Win
Sweden,Denmark,Europe,Europe,31,24,0,1,FIFA World Cup qualification,Solna,FALSE,No,Lose
Trinidad and Tobago,Costa Rica,South America,North America,72,41,2,3,FIFA World Cup qualification,Scarborough,FALSE,No,Lose
Tunisia,Mozambique,Africa,Africa,51,87,2,0,FIFA World Cup qualification,Radès,FALSE,No,Win
United Arab Emirates,Korea Republic,Asia,Asia,122,46,0,2,FIFA World Cup qualification,Dubai,FALSE,No,Lose
Uruguay,Brazil,South America,South America,17,5,0,4,FIFA World Cup qualification,Montevideo,FALSE,No,Lose
USA,Honduras,North America,North America,14,35,2,1,FIFA World Cup qualification,Chicago,FALSE,No,Win
Uzbekistan,Japan,Asia,Asia,78,31,0,1,FIFA World Cup qualification,Tashkent,FALSE,No,Lose
Zambia,Rwanda,Africa,Africa,90,96,1,0,FIFA World Cup qualification,Chililabombwe,FALSE,No,Win
Guinea,Côte d'Ivoire,Africa,Africa,53,38,1,2,FIFA World Cup qualification,Conakry,FALSE,No,Lose
Jamaica,Panama,North America,North America,76,61,3,2,Friendly,Kingston,FALSE,No,Win
Peru,Ecuador,South America,South America,89,44,1,2,FIFA World Cup qualification,Lima,FALSE,No,Lose
Azerbaijan,Spain,Europe,Europe,140,1,0,6,Friendly,Baku,FALSE,No,Lose
Bosnia and Herzegovina,Oman,Europe,Asia,33,80,2,1,Friendly,Cannes,TRUE,No,Win
Iraq,Poland,Asia,Europe,77,39,1,1,Friendly,Cape Town,TRUE,No,Draw
Albania,Georgia,Europe,Europe,92,105,1,1,Friendly,Tirana,FALSE,No,Draw
Australia,Bahrain,Oceania,Asia,29,70,2,0,FIFA World Cup qualification,Sydney,FALSE,No,Win
Belarus,Moldova,Europe,Europe,81,106,2,2,Friendly,Barysaw,FALSE,No,Draw
Brazil,Paraguay,South America,South America,5,13,2,1,FIFA World Cup qualification,Recife,FALSE,No,Win
Chile,Bolivia,South America,South America,37,58,4,0,FIFA World Cup qualification,Santiago,FALSE,No,Win
Colombia,Peru,South America,South America,45,89,1,0,FIFA World Cup qualification,Medellín,FALSE,No,Win
Ecuador,Argentina,South America,South America,44,7,2,0,FIFA World Cup qualification,Quito,FALSE,No,Win
England,Andorra,Europe,Europe,6,196,6,0,FIFA World Cup qualification,London,FALSE,No,Win
Estonia,Portugal,Europe,Europe,113,11,0,0,Friendly,Tallinn,FALSE,No,Draw
Faroe Islands,Serbia,Europe,Europe,166,20,0,2,FIFA World Cup qualification,Tórshavn,FALSE,No,Lose
Finland,Russia,Europe,Europe,49,9,0,3,FIFA World Cup qualification,Helsinki,FALSE,No,Lose
Honduras,El Salvador,North America,North America,35,100,1,0,FIFA World Cup qualification,San Pedro Sula,FALSE,No,Win
IR Iran,United Arab Emirates,Asia,Asia,52,122,1,0,FIFA World Cup qualification,Tehran,FALSE,No,Win
Italy,New Zealand,Europe,Oceania,4,82,4,3,Friendly,Atteridgeville,TRUE,No,Win
Japan,Qatar,Asia,Asia,31,94,1,1,FIFA World Cup qualification,Yokohama,FALSE,No,Draw
Korea Republic,Saudi Arabia,Asia,Asia,46,56,0,0,FIFA World Cup qualification,Seoul,FALSE,No,Draw
North Macedonia,Iceland,Europe,Europe,64,92,2,0,FIFA World Cup qualification,Skopje,FALSE,No,Win
Mexico,Trinidad and Tobago,North America,South America,26,72,2,1,FIFA World Cup qualification,Mexico City,FALSE,No,Win
Netherlands,Norway,Europe,Europe,2,47,2,0,FIFA World Cup qualification,Rotterdam,FALSE,No,Win
Sweden,Malta,Europe,Europe,31,150,4,0,FIFA World Cup qualification,Gothenburg,FALSE,No,Win
