home_team,away_team,home_team_continent,away_team_continent,home_team_fifa_rank,away_team_fifa_rank,home_team_score,away_team_score,tournament,city,neutral_location,shoot_out,home_team_result
Jamaica,Costa Rica,North America,North America,39,85,2,0,Friendly,Kingston,FALSE,No,Win
Malaysia,Philippines,Asia,Asia,108,170,7,0,AFF Championship,Singapore,TRUE,No,Win
Poland,Germany,Europe,Europe,55,2,0,2,Friendly,Zabrze,FALSE,No,Lose
Singapore,Brunei Darussalam,Asia,Asia,89,174,3,0,AFF Championship,Singapore,FALSE,No,Win
Myanmar,Cambodia,Asia,Asia,99,182,5,0,AFF Championship,Singapore,TRUE,No,Win
Laos,Vietnam,Asia,Asia,156,110,1,1,AFF Championship,Singapore,TRUE,No,Draw
Lebanon,Oman,Asia,Asia,92,83,1,2,Friendly,Beirut,FALSE,No,Lose
Singapore,Philippines,Asia,Asia,89,170,3,0,AFF Championship,Singapore,FALSE,No,Win
Thailand,Brunei Darussalam,Asia,Asia,50,174,6,0,AFF Championship,Singapore,TRUE,No,Win
Myanmar,Vietnam,Asia,Asia,99,110,1,4,AFF Championship,Singapore,TRUE,No,Lose
Indonesia,Cambodia,Asia,Asia,131,182,3,0,AFF Championship,Singapore,TRUE,No,Win
Brunei Darussalam,Philippines,Asia,Asia,174,170,1,0,AFF Championship,Singapore,TRUE,No,Win
El Salvador,Cuba,North America,North America,76,51,5,0,FIFA World Cup qualification,San Salvador,FALSE,No,Win
Thailand,Malaysia,Asia,Asia,50,108,1,1,AFF Championship,Singapore,TRUE,No,Draw
Indonesia,Myanmar,Asia,Asia,131,99,6,1,AFF Championship,Singapore,TRUE,No,Win
Laos,Cambodia,Asia,Asia,156,182,1,0,AFF Championship,Singapore,TRUE,No,Win
Brunei Darussalam,Malaysia,Asia,Asia,174,108,0,6,AFF Championship,Singapore,TRUE,No,Lose
Singapore,Thailand,Asia,Asia,89,50,0,1,AFF Championship,Singapore,FALSE,No,Lose
Japan,Uzbekistan,Asia,Asia,26,107,1,0,Friendly,Tokyo,FALSE,No,Win
Laos,Myanmar,Asia,Asia,156,99,2,4,AFF Championship,Singapore,TRUE,No,Lose
Vietnam,Indonesia,Asia,Asia,110,131,1,1,AFF Championship,Singapore,TRUE,No,Draw
Malaysia,Indonesia,Asia,Asia,108,131,3,1,AFF Championship,Singapore,TRUE,No,Win
Thailand,Vietnam,Asia,Asia,50,110,4,2,AFF Championship,Singapore,TRUE,No,Win
Australia,Ghana,Oceania,Africa,61,19,2,0,Simba Tournament,Durban,TRUE,No,Win
South Africa,Kenya,Africa,Africa,16,97,1,0,Simba Tournament,Durban,FALSE,No,Win
Indonesia,Vietnam,Asia,Asia,131,110,2,3,AFF Championship,Singapore,TRUE,No,Lose
Jamaica,Honduras,North America,North America,39,48,3,0,FIFA World Cup qualification,Kingston,FALSE,No,Win
Senegal,Mali,Africa,Africa,62,77,1,0,Friendly,Saint-Louis,FALSE,No,Win
Thailand,Malaysia,Asia,Asia,50,108,1,0,AFF Championship,Singapore,TRUE,No,Win
Oman,Zambia,Asia,Africa,83,15,0,0,Friendly,Muscat,FALSE,No,Draw
Czech Republic,Malta,Europe,Europe,4,120,6,0,FIFA World Cup qualification,Teplice,FALSE,No,Win
Ghana,Kenya,Africa,Africa,19,97,1,0,Simba Tournament,Johannesburg,TRUE,No,Win
Romania,United Arab Emirates,Europe,Asia,18,70,1,2,Friendly,Bucharest,FALSE,No,Lose
Solomon Islands,Vanuatu,Oceania,Oceania,177,181,1,1,FIFA World Cup qualification,Lae,TRUE,No,Draw
South Africa,Australia,Africa,Oceania,16,61,2,0,Simba Tournament,Johannesburg,FALSE,No,Win
El Salvador,Venezuela,North America,South America,76,118,0,1,Friendly,San Salvador,FALSE,No,Lose
Qatar,Sri Lanka,Asia,Asia,79,136,3,0,FIFA World Cup qualification,Doha,FALSE,No,Win
Australia,Kenya,Oceania,Africa,61,97,4,0,Simba Tournament,Pretoria,TRUE,No,Win
Honduras,Mexico,North America,North America,48,14,2,1,FIFA World Cup qualification,San Pedro Sula,FALSE,No,Win
India,Philippines,Asia,Asia,116,170,2,0,FIFA World Cup qualification,Doha,TRUE,No,Win
South Africa,Ghana,Africa,Africa,16,19,0,0,Simba Tournament,Pretoria,FALSE,No,Draw
Guinea,Gabon,Africa,Africa,86,46,0,1,Friendly,Conakry,FALSE,No,Lose
Panama,Cuba,North America,North America,106,51,1,3,FIFA World Cup qualification,Panama City,FALSE,No,Lose
Saudi Arabia,Zambia,Asia,Africa,40,15,2,1,Friendly,Riyadh,FALSE,No,Win
Slovakia,Malta,Europe,Europe,38,120,6,0,FIFA World Cup qualification,Bratislava,FALSE,No,Win
Mali,Guinea,Africa,Africa,77,86,0,0,Friendly,Bamako,FALSE,No,Draw
Qatar,Philippines,Asia,Asia,79,170,5,0,FIFA World Cup qualification,Doha,FALSE,No,Win
Sri Lanka,India,Asia,Asia,136,116,1,1,FIFA World Cup qualification,Doha,TRUE,No,Draw
El Salvador,Guatemala,North America,North America,72,113,2,1,Friendly,Los Angeles,TRUE,No,Win
Korea Republic,China PR,Asia,Asia,41,55,3,1,Friendly,Seoul,FALSE,No,Win
Oman,Mozambique,Asia,Africa,82,83,0,2,Friendly,Muscat,FALSE,No,Lose
Poland,United Arab Emirates,Europe,Asia,56,63,1,0,Friendly,Wodzisław Śląski,FALSE,No,Win
Saudi Arabia,Zambia,Asia,Africa,42,16,1,3,Friendly,Dammam,FALSE,No,Lose
Syria,Sudan,Asia,Africa,130,85,1,2,Friendly,Damascus,FALSE,No,Lose
Philippines,Sri Lanka,Asia,Asia,165,137,0,3,FIFA World Cup qualification,Doha,TRUE,No,Lose
Qatar,India,Asia,Asia,84,117,6,0,FIFA World Cup qualification,Doha,FALSE,No,Win
Gabon,Mali,Africa,Africa,48,81,1,1,Friendly,Libreville,FALSE,No,Draw
Oman,New Zealand,Asia,Oceania,82,136,0,1,Friendly,Muscat,FALSE,No,Lose
Syria,Sudan,Asia,Africa,130,85,1,0,Friendly,Damascus,FALSE,No,Win
Zimbabwe,Tanzania,Africa,Africa,67,76,1,0,Friendly,Harare,FALSE,No,Win
Oman,New Zealand,Asia,Oceania,82,136,1,2,Friendly,Muscat,FALSE,No,Lose
Lebanon,Bahrain,Asia,Asia,96,132,2,3,Friendly,Tripoli,FALSE,No,Lose
Saudi Arabia,New Zealand,Asia,Oceania,42,136,3,0,Friendly,Dhahran,FALSE,No,Win
Ecuador,Jamaica,South America,North America,31,38,2,1,Friendly,Ambato,FALSE,No,Win
Kuwait,IR Iran,Asia,Asia,80,66,0,1,Friendly,Kuwait City,FALSE,No,Lose
Estonia,Belarus,Europe,Europe,115,88,1,0,FIFA World Cup qualification,Tallinn,FALSE,No,Win
Latvia,Scotland,Europe,Europe,75,39,0,2,FIFA World Cup qualification,Riga,FALSE,No,Lose
Lithuania,Iceland,Europe,Europe,58,54,2,0,FIFA World Cup qualification,Vilnius,FALSE,No,Win
Moldova,Italy,Europe,Europe,119,6,1,3,FIFA World Cup qualification,Chișinău,FALSE,No,Lose
Northern Ireland,Armenia,Europe,Europe,65,114,1,1,FIFA World Cup qualification,Belfast,FALSE,No,Draw
Qatar,New Zealand,Asia,Oceania,84,136,3,2,Friendly,Doha,FALSE,No,Win
Togo,Tanzania,Africa,Africa,86,76,2,1,African Cup of Nations qualification,Lomé,FALSE,No,Win
Ukraine,Portugal,Europe,Europe,69,14,2,1,FIFA World Cup qualification,Kyiv,FALSE,No,Win
Wales,Netherlands,Europe,Europe,68,7,1,3,FIFA World Cup qualification,Cardiff,FALSE,No,Lose
Algeria,Côte d'Ivoire,Africa,Africa,44,29,4,1,African Cup of Nations qualification,Algiers,FALSE,No,Win
Benin,Mali,Africa,Africa,151,81,1,2,African Cup of Nations qualification,Cotonou,FALSE,No,Lose
Central African Republic,Guinea,Africa,Africa,180,90,2,3,African Cup of Nations qualification,Bangui,FALSE,No,Lose
Ethiopia,Senegal,Africa,Africa,100,64,1,2,African Cup of Nations qualification,Addis Ababa,FALSE,No,Lose
Finland,Switzerland,Europe,Europe,71,35,2,3,FIFA World Cup qualification,Helsinki,FALSE,No,Lose
Gabon,Cameroon,Africa,Africa,48,47,0,0,African Cup of Nations qualification,Libreville,FALSE,No,Draw
Ghana,Angola,Africa,Africa,19,77,2,1,African Cup of Nations qualification,Kumasi,FALSE,No,Win
Mauritius,Malawi,Africa,Africa,146,89,1,2,African Cup of Nations qualification,Curepipe,FALSE,No,Lose
Panama,El Salvador,North America,North America,105,72,1,1,FIFA World Cup qualification,Panama City,FALSE,No,Draw
Sudan,Zimbabwe,Africa,Africa,85,67,0,3,African Cup of Nations qualification,Khartoum,FALSE,No,Lose
Trinidad and Tobago,Guatemala,South America,North America,34,113,1,1,FIFA World Cup qualification,Port of Spain,FALSE,No,Draw
Tunisia,Sierra Leone,Africa,Africa,24,61,2,0,African Cup of Nations qualification,Tunis,FALSE,No,Win
Zambia,Mozambique,Africa,Africa,16,83,1,0,African Cup of Nations qualification,Lusaka,FALSE,No,Win
Oman,Azerbaijan,Asia,Europe,82,121,2,0,Friendly,Muscat,FALSE,No,Win
Bosnia and Herzegovina,Croatia,Europe,Europe,173,25,1,4,FIFA World Cup qualification,Bologna,TRUE,No,Lose
Kuwait,Cyprus,Asia,Europe,80,79,1,1,Friendly,Al Ain,TRUE,No,Draw
Luxembourg,Bulgaria,Europe,Europe,124,21,1,2,FIFA World Cup qualification,Luxembourg,FALSE,No,Lose
Uruguay,Bolivia,South America,South America,53,36,1,0,FIFA World Cup qualification,Montevideo,FALSE,No,Win
Albania,Portugal,Europe,Europe,111,14,0,3,FIFA World Cup qualification,Tirana,FALSE,No,Lose
Armenia,Germany,Europe,Europe,114,2,1,5,FIFA World Cup qualification,Yerevan,FALSE,No,Lose
Belarus,Latvia,Europe,Europe,88,75,1,1,FIFA World Cup qualification,Minsk,FALSE,No,Draw
Costa Rica,Jamaica,North America,North America,73,38,0,0,Friendly,San José,FALSE,No,Draw
Czech Republic,Spain,Europe,Europe,4,10,0,0,FIFA World Cup qualification,Prague,FALSE,No,Draw
Denmark,Greece,Europe,Europe,9,30,2,1,FIFA World Cup qualification,Copenhagen,FALSE,No,Win
Ecuador,Colombia,South America,South America,31,11,0,1,FIFA World Cup qualification,Quito,FALSE,No,Lose
England,Poland,Europe,Europe,12,56,2,1,FIFA World Cup qualification,London,FALSE,No,Win
France,Turkey,Europe,Europe,3,33,4,0,Friendly,Paris,FALSE,No,Win
Iceland,Romania,Europe,Europe,54,15,0,4,FIFA World Cup qualification,Reykjavík,FALSE,No,Lose
Republic of Ireland,North Macedonia,Europe,Europe,32,94,3,0,FIFA World Cup qualification,Dublin,FALSE,No,Win
Israel,Russia,Europe,Europe,49,5,1,1,FIFA World Cup qualification,Ramat-Gan,FALSE,No,Draw
Italy,Georgia,Europe,Europe,6,92,1,0,FIFA World Cup qualification,Perugia,FALSE,No,Win
Lebanon,New Zealand,Asia,Oceania,96,136,1,1,Friendly,Beirut,FALSE,No,Draw
Lithuania,Liechtenstein,Europe,Europe,58,163,2,1,FIFA World Cup qualification,Vilnius,FALSE,No,Win
Norway,Hungary,Europe,Europe,23,74,3,0,FIFA World Cup qualification,Oslo,FALSE,No,Win
Paraguay,Chile,South America,South America,45,26,2,1,FIFA World Cup qualification,Asunción,FALSE,No,Win
San Marino,Belgium,Europe,Europe,162,37,0,3,FIFA World Cup qualification,Serravalle,FALSE,No,Lose
Saudi Arabia,Australia,Asia,Oceania,42,52,0,0,Friendly,Dammam,FALSE,No,Draw
Sweden,Austria,Europe,Europe,8,46,0,1,FIFA World Cup qualification,Solna,FALSE,No,Lose
Venezuela,Argentina,South America,South America,118,22,2,5,FIFA World Cup qualification,San Cristóbal,FALSE,No,Lose
Canada,Cuba,North America,North America,78,57,2,0,FIFA World Cup qualification,Edmonton,FALSE,No,Win
Canada,Cuba,North America,North America,78,57,2,0,FIFA World Cup qualification,Edmonton,FALSE,No,Win
Japan,Tunisia,Asia,Africa,20,24,1,0,Friendly,Kobe,FALSE,No,Win
Oman,Saudi Arabia,Asia,Asia,82,42,0,1,Gulf Cup,Muscat,FALSE,No,Lose
Brazil,Lithuania,South America,Europe,1,58,3,1,Friendly,Teresina,FALSE,No,Win
Kuwait,Bahrain,Asia,Asia,80,132,1,0,Gulf Cup,Muscat,TRUE,No,Win
Mexico,Jamaica,North America,North America,13,38,2,1,FIFA World Cup qualification,Mexico City,FALSE,No,Win
Peru,USA,South America,North America,58,18,4,1,Friendly,Lima,FALSE,No,Win
United Arab Emirates,Qatar,Asia,Asia,63,84,0,1,Gulf Cup,Muscat,TRUE,No,Lose
Oman,Kuwait,Asia,Asia,82,80,1,2,Gulf Cup,Muscat,FALSE,No,Lose
United Arab Emirates,Bahrain,Asia,Asia,63,132,1,1,Gulf Cup,Muscat,TRUE,No,Draw
Gabon,Burkina Faso,Africa,Africa,48,102,2,0,Friendly,Libreville,FALSE,No,Win
Qatar,Saudi Arabia,Asia,Asia,84,42,2,2,Gulf Cup,Muscat,TRUE,No,Draw
Honduras,El Salvador,North America,North America,43,72,1,1,Friendly,Tegucigalpa,FALSE,No,Draw
Oman,Qatar,Asia,Asia,82,84,0,3,Gulf Cup,Muscat,FALSE,No,Lose
Saudi Arabia,Bahrain,Asia,Asia,42,132,3,1,Gulf Cup,Muscat,TRUE,No,Win
Kuwait,United Arab Emirates,Asia,Asia,80,63,1,2,Gulf Cup,Muscat,TRUE,No,Lose
Mexico,Ecuador,North America,South America,15,32,0,1,Friendly,Oakland,TRUE,No,Lose
Slovakia,Faroe Islands,Europe,Europe,37,136,3,0,FIFA World Cup qualification,Bratislava,FALSE,No,Win
Kuwait,Saudi Arabia,Asia,Asia,86,40,1,0,Gulf Cup,Muscat,TRUE,No,Win
Oman,United Arab Emirates,Asia,Asia,88,73,0,0,Gulf Cup,Muscat,FALSE,No,Draw
Bahrain,Qatar,Asia,Asia,124,62,1,2,Gulf Cup,Muscat,TRUE,No,Lose
Honduras,Jamaica,North America,North America,42,38,0,0,FIFA World Cup qualification,San Pedro Sula,FALSE,No,Draw
Panama,Canada,North America,North America,105,56,0,0,FIFA World Cup qualification,Panama City,FALSE,No,Draw
Tahiti,Australia,Oceania,Oceania,154,48,0,6,Oceania Nations Cup,Papeete,TRUE,No,Lose
United Arab Emirates,Saudi Arabia,Asia,Asia,73,40,2,2,Gulf Cup,Muscat,TRUE,No,Draw
Oman,Bahrain,Asia,Asia,88,124,1,1,Gulf Cup,Muscat,FALSE,No,Draw
Qatar,Kuwait,Asia,Asia,62,86,1,2,Gulf Cup,Muscat,TRUE,No,Lose
Finland,Estonia,Europe,Europe,76,109,2,2,Friendly,Kotka,FALSE,No,Draw
Indonesia,Moldova,Asia,Europe,113,118,1,2,Friendly,Genoa,TRUE,No,Lose
Australia,Tahiti,Oceania,Oceania,48,154,5,0,Oceania Nations Cup,Canberra,FALSE,No,Win
Honduras,Colombia,North America,South America,42,8,1,2,Friendly,New York,TRUE,No,Lose
Canada,El Salvador,North America,North America,56,70,1,0,FIFA World Cup qualification,Burnaby,FALSE,No,Win
Lithuania,Indonesia,Europe,Asia,51,113,4,0,Friendly,Vilnius,FALSE,No,Win
Togo,Gabon,Africa,Africa,81,49,0,1,Friendly,Lomé,FALSE,No,Lose
USA,Guatemala,North America,North America,25,116,2,0,FIFA World Cup qualification,Washington,FALSE,No,Win
Bosnia and Herzegovina,Italy,Europe,Europe,170,5,2,1,Friendly,Sarajevo,FALSE,No,Win
Mexico,Honduras,North America,North America,15,42,3,1,FIFA World Cup qualification,Mexico City,FALSE,No,Win
Saudi Arabia,Bulgaria,Asia,Europe,40,21,1,0,Friendly,Riyadh,FALSE,No,Win
Costa Rica,Panama,North America,North America,79,105,2,0,Friendly,San Isidro de El General,FALSE,No,Win
Uganda,Rwanda,Africa,Africa,95,164,3,2,Friendly,Kampala,FALSE,No,Win
Egypt,Namibia,Africa,Africa,28,99,7,1,FIFA World Cup qualification,Cairo,FALSE,No,Win
Thailand,Bulgaria,Asia,Europe,54,21,0,4,Friendly,Bangkok,FALSE,No,Lose
Uganda,Rwanda,Africa,Africa,95,164,1,1,Friendly,Kampala,FALSE,No,Draw
Albania,Armenia,Europe,Europe,114,112,1,1,FIFA World Cup qualification,Tirana,FALSE,No,Draw
Austria,Latvia,Europe,Europe,43,72,2,1,FIFA World Cup qualification,Vienna,FALSE,No,Win
Denmark,France,Europe,Europe,6,3,1,0,Friendly,Copenhagen,FALSE,No,Win
Georgia,England,Europe,Europe,94,12,0,2,FIFA World Cup qualification,Tbilisi,FALSE,No,Lose
Germany,Northern Ireland,Europe,Europe,2,74,1,1,FIFA World Cup qualification,Nuremberg,FALSE,No,Draw
Liechtenstein,North Macedonia,Europe,Europe,156,96,1,11,FIFA World Cup qualification,Eschen,FALSE,No,Lose
Morocco,Sierra Leone,Africa,Africa,27,65,4,0,FIFA World Cup qualification,Rabat,FALSE,No,Win
Netherlands,Wales,Europe,Europe,9,75,7,1,FIFA World Cup qualification,Eindhoven,FALSE,No,Win
Nigeria,Burkina Faso,Africa,Africa,63,103,2,0,FIFA World Cup qualification,Lagos,FALSE,No,Win
Portugal,Ukraine,Europe,Europe,13,60,1,0,FIFA World Cup qualification,Porto,FALSE,No,Win
Angola,Zimbabwe,Africa,Africa,80,58,2,1,FIFA World Cup qualification,Luanda,FALSE,No,Win
Azerbaijan,Hungary,Europe,Europe,123,78,0,3,FIFA World Cup qualification,Baku,FALSE,No,Lose
Bolivia,Colombia,South America,South America,41,8,2,2,FIFA World Cup qualification,La Paz,FALSE,No,Draw
Congo,Zambia,Africa,Africa,110,16,1,0,FIFA World Cup qualification,Pointe-Noire,FALSE,No,Win
Croatia,Greece,Europe,Europe,22,30,1,1,FIFA World Cup qualification,Zagreb,FALSE,No,Draw
Cyprus,Israel,Europe,Europe,85,52,2,0,FIFA World Cup qualification,Limassol,FALSE,No,Win
El Salvador,Panama,North America,North America,70,105,3,2,FIFA World Cup qualification,San Salvador,FALSE,No,Win
Gabon,Ghana,Africa,Africa,49,23,1,1,FIFA World Cup qualification,Libreville,FALSE,No,Draw
Guinea,Kenya,Africa,Africa,84,102,3,1,FIFA World Cup qualification,Conakry,FALSE,No,Win
Republic of Ireland,Iceland,Europe,Europe,32,67,0,0,FIFA World Cup qualification,Dublin,FALSE,No,Draw
Liberia,Tunisia,Africa,Africa,91,24,0,1,FIFA World Cup qualification,Accra,TRUE,No,Lose
Luxembourg,Russia,Europe,Europe,122,7,0,4,FIFA World Cup qualification,Luxembourg,FALSE,No,Lose
Paraguay,Ecuador,South America,South America,44,32,1,0,FIFA World Cup qualification,Asunción,FALSE,No,Win
Peru,Venezuela,South America,South America,57,106,4,1,FIFA World Cup qualification,Lima,FALSE,No,Win
Poland,Moldova,Europe,Europe,55,118,2,1,FIFA World Cup qualification,Katowice,FALSE,No,Win
Scotland,Sweden,Europe,Europe,29,11,1,0,FIFA World Cup qualification,Glasgow,FALSE,No,Win
Slovenia,Bosnia and Herzegovina,Europe,Europe,68,170,1,2,FIFA World Cup qualification,Ljubljana,FALSE,No,Lose
Switzerland,Norway,Europe,Europe,39,18,0,1,FIFA World Cup qualification,Berne,FALSE,No,Lose
Togo,Cameroon,Africa,Africa,81,47,2,4,FIFA World Cup qualification,Lomé,FALSE,No,Lose
Turkey,San Marino,Europe,Europe,35,161,7,0,FIFA World Cup qualification,Istanbul,FALSE,No,Win
USA,Trinidad and Tobago,North America,South America,25,34,2,0,FIFA World Cup qualification,Richmond,FALSE,No,Win
Chile,Uruguay,South America,South America,26,50,1,0,FIFA World Cup qualification,Santiago,FALSE,No,Win
Brazil,Cameroon,South America,Africa,1,47,2,0,Friendly,Curitiba,FALSE,No,Win
Lebanon,IR Iran,Asia,Asia,97,71,0,0,Friendly,Beirut,FALSE,No,Draw
Spain,Slovakia,Europe,Europe,10,37,4,1,FIFA World Cup qualification,Santa Cruz de Tenerife,FALSE,No,Win
United Arab Emirates,Malta,Asia,Europe,73,120,0,0,Friendly,Abu Dhabi,FALSE,No,Draw
Estonia,Indonesia,Europe,Asia,109,113,3,0,Friendly,Celle Ligure,TRUE,No,Win
Saudi Arabia,Syria,Asia,Asia,40,132,3,1,Friendly,Jeddah,FALSE,No,Win
Costa Rica,Guatemala,North America,North America,79,116,3,0,FIFA World Cup qualification,San José,FALSE,No,Win
Jamaica,Mexico,North America,North America,38,15,1,0,FIFA World Cup qualification,Kingston,FALSE,No,Win
Sudan,Uganda,Africa,Africa,82,95,1,1,CECAFA Cup,Khartoum,FALSE,No,Draw
Kenya,Rwanda,Africa,Africa,102,164,2,1,CECAFA Cup,Kassala,TRUE,No,Win
Kuwait,Syria,Asia,Asia,86,132,2,2,Friendly,Kuwait City,FALSE,No,Draw
Saudi Arabia,Mali,Asia,Africa,40,69,1,3,Friendly,Riyadh,FALSE,No,Lose
United Arab Emirates,Uzbekistan,Asia,Asia,73,115,4,2,Friendly,Abu Dhabi,FALSE,No,Win
El Salvador,Mexico,North America,North America,68,11,1,3,Friendly,Los Angeles,TRUE,No,Lose
Kuwait,Mali,Asia,Africa,79,70,4,2,Friendly,Kuwait City,FALSE,No,Win
Tanzania,Uganda,Africa,Africa,86,96,0,1,CECAFA Cup,Khartoum,TRUE,No,Lose
United Arab Emirates,Uzbekistan,Asia,Asia,69,119,2,0,Friendly,Abu Dhabi,FALSE,No,Win
Korea Republic,Colombia,Asia,South America,46,7,4,1,Friendly,Suwon,FALSE,No,Win
Guatemala,Costa Rica,North America,North America,114,83,1,0,FIFA World Cup qualification,Los Angeles,TRUE,No,Win
Indonesia,Iraq,Asia,Asia,117,129,0,4,Friendly,Genoa,TRUE,No,Lose
Mali,Burkina Faso,Africa,Africa,70,109,2,0,Friendly,Bamako,FALSE,No,Win
Sudan,Tanzania,Africa,Africa,85,86,3,2,CECAFA Cup,Khartoum,FALSE,No,Win
Trinidad and Tobago,USA,South America,North America,38,16,0,1,FIFA World Cup qualification,Port of Spain,FALSE,No,Lose
IR Iran,Turkmenistan,Asia,Asia,77,141,0,1,Friendly,Tehran,FALSE,No,Lose
China PR,Korea Republic,Asia,Asia,78,46,2,3,Friendly,Guangzhou,FALSE,No,Lose
United Arab Emirates,Syria,Asia,Asia,69,120,1,1,Friendly,Abu Dhabi,FALSE,No,Draw
Malta,North Macedonia,Europe,Europe,122,89,0,2,Friendly,Attard,FALSE,No,Lose
Uganda,Kenya,Africa,Africa,96,106,2,0,CECAFA Cup,Khartoum,TRUE,No,Win
United Arab Emirates,Syria,Asia,Asia,69,120,1,0,Friendly,Abu Dhabi,FALSE,No,Win
Saudi Arabia,Indonesia,Asia,Asia,40,117,4,1,Friendly,Dammam,FALSE,No,Win
Sudan,Kenya,Africa,Africa,85,106,1,1,Friendly,Khartoum,FALSE,Yes,Win
Costa Rica,USA,North America,North America,83,16,2,1,FIFA World Cup qualification,San José,FALSE,No,Win
El Salvador,Cuba,North America,North America,68,63,3,0,FIFA World Cup qualification,San Salvador,FALSE,No,Win
Indonesia,Kuwait,Asia,Asia,117,79,2,2,AFC Asian Cup,Abu Dhabi,TRUE,No,Draw
United Arab Emirates,Korea Republic,Asia,Asia,69,46,1,1,AFC Asian Cup,Abu Dhabi,FALSE,No,Draw
IR Iran,Iraq,Asia,Asia,77,129,1,2,AFC Asian Cup,Dubai,TRUE,No,Lose
Lebanon,Georgia,Asia,Europe,99,95,4,2,Friendly,Beirut,FALSE,No,Win
Saudi Arabia,Thailand,Asia,Asia,40,57,6,0,AFC Asian Cup,Dubai,TRUE,No,Win
China PR,Uzbekistan,Asia,Asia,78,119,0,2,AFC Asian Cup,Al Ain,TRUE,No,Lose
Japan,Syria,Asia,Asia,22,120,2,1,AFC Asian Cup,Al Ain,TRUE,No,Win
Korea Republic,Indonesia,Asia,Asia,46,117,4,2,AFC Asian Cup,Abu Dhabi,TRUE,No,Win
United Arab Emirates,Kuwait,Asia,Asia,69,79,3,2,AFC Asian Cup,Abu Dhabi,FALSE,No,Win
Guatemala,Trinidad and Tobago,North America,South America,114,38,2,1,FIFA World Cup qualification,Los Angeles,TRUE,No,Win
Lebanon,Georgia,Asia,Europe,99,95,3,2,Friendly,Beirut,FALSE,No,Win
Saudi Arabia,Iraq,Asia,Asia,40,129,1,0,AFC Asian Cup,Dubai,TRUE,No,Win
Thailand,IR Iran,Asia,Asia,57,77,1,3,AFC Asian Cup,Dubai,TRUE,No,Lose
Japan,Uzbekistan,Asia,Asia,22,119,4,0,AFC Asian Cup,Al Ain,TRUE,No,Win
Syria,China PR,Asia,Asia,120,78,0,3,AFC Asian Cup,Al Ain,TRUE,No,Lose
Kuwait,Korea Republic,Asia,Asia,79,46,2,0,AFC Asian Cup,Abu Dhabi,TRUE,No,Win
United Arab Emirates,Indonesia,Asia,Asia,69,117,2,0,AFC Asian Cup,Abu Dhabi,FALSE,No,Win
Czech Republic,Nigeria,Europe,Africa,4,58,2,1,King Hassan II Tournament,Casablanca,TRUE,No,Win
Iraq,Thailand,Asia,Asia,129,57,4,1,AFC Asian Cup,Dubai,TRUE,No,Win
Morocco,Croatia,Africa,Europe,27,24,2,2,King Hassan II Tournament,Casablanca,FALSE,Yes,Lose
Saudi Arabia,IR Iran,Asia,Asia,40,77,0,3,AFC Asian Cup,Dubai,TRUE,No,Lose
Croatia,Czech Republic,Europe,Europe,24,4,1,1,King Hassan II Tournament,Casablanca,TRUE,Yes,Win
Japan,China PR,Asia,Asia,22,78,1,0,AFC Asian Cup,Al Ain,TRUE,No,Win
Morocco,Nigeria,Africa,Africa,27,58,2,0,King Hassan II Tournament,Casablanca,FALSE,No,Win
Uzbekistan,Syria,Asia,Asia,119,120,1,2,AFC Asian Cup,Al Ain,TRUE,No,Lose
Belgium,Netherlands,Europe,Europe,42,10,0,3,FIFA World Cup qualification,Brussels,FALSE,No,Lose
Cyprus,Bulgaria,Europe,Europe,74,17,1,3,FIFA World Cup qualification,Limassol,FALSE,No,Lose
Kenya,Zambia,Africa,Africa,106,18,1,0,Friendly,Nairobi,FALSE,No,Win
North Macedonia,Romania,Europe,Europe,89,20,0,3,FIFA World Cup qualification,Skopje,FALSE,No,Lose
Northern Ireland,Albania,Europe,Europe,75,113,2,0,FIFA World Cup qualification,Belfast,FALSE,No,Win
Portugal,Germany,Europe,Europe,15,2,0,0,FIFA World Cup qualification,Lisbon,FALSE,No,Draw
USA,Costa Rica,North America,North America,16,83,2,1,FIFA World Cup qualification,Palo Alto,FALSE,No,Win
